iso,name
1,Mabelé
2,Afríka
3,"Ameríka ya Nola"
5,"Ameríka ya Sidi"
11,"Afríka ya Wɛ́sita"
13,"Ameríka ya káti"
14,"Afríka ya Ɛ́sita"
15,"Afríka ya Nola"
17,"Afríka ya Katikáti"
18,"Afríka ya Sidi"
19,Ameríka
30,"Azía ya Ɛ́sita"
34,"Azía ya Sidi"
35,"Azía ya Sidi-Ɛ́sita"
39,"Erópa ya Sidi"
142,Azía
143,"Azía ya Katikáti"
145,"Azía ya Wɛ́sita"
150,Erópa
151,"Erópa ya Ɛ́sita"
154,"Erópa ya Nola"
155,"Erópa ya Wɛ́sita"
419,"Ameríka Latína"
