iso,name
de,ꄓꇩꉙ
en,ꑱꇩꉙ
es,ꑭꀠꑸꉙ
fr,ꃔꇩꉙ
ii,ꆈꌠꉙ
it,ꑴꄊꆺꉙ
ja,ꏝꀪꉙ
pt,ꁍꄨꑸꉙ
pt_BR,ꀠꑟꁍꄨꑸꉙ
ru,ꊉꇩꉙ
zh,ꍏꇩꉙ
