iso,name
1,Дэлхий
2,Африк
3,"Хойд Америк"
5,"Өмнөд Америк"
9,"Номхон далайн орнууд"
11,"Баруун Африк"
13,"Төв Америк"
14,"Зүүн Африк"
15,"Хойд Африк"
17,"Төв Африк"
18,"Өмнөд Африк"
19,Америк
21,"Хойд Америк тив"
29,Карибын
30,"Зүүн Ази"
34,"Өмнөд Ази"
35,"Зүүн Өмнөд Ази"
39,"Өмнөд Европ"
53,Австралиази
54,Меланези
57,"Микронезийн бүс"
61,Полинез
142,Ази
143,"Төв Ази"
145,"Баруун Ази"
150,Европ
151,"Зүүн Европ"
154,"Хойд Европ"
155,"Баруун Европ"
419,"Латин Америк"
