iso,name
1,Dünya
2,Afrika
3,"Kuzey Amerika"
5,"Güney Amerika"
9,Okyanusya
11,"Batı Afrika"
13,"Orta Amerika"
14,"Doğu Afrika"
15,"Kuzey Afrika"
17,"Orta Afrika"
18,"Afrika’nın Güneyi"
19,Amerika
21,"Amerika’nın Kuzeyi"
29,Karayipler
30,"Doğu Asya"
34,"Güney Asya"
35,"Güneydoğu Asya"
39,"Güney Avrupa"
53,Avustralasya
54,Melanezya
57,"Mikronezya Bölgesi"
61,Polinezya
142,Asya
143,"Orta Asya"
145,"Batı Asya"
150,Avrupa
151,"Doğu Avrupa"
154,"Kuzey Avrupa"
155,"Batı Avrupa"
419,"Latin Amerika"
